family_id	head	size	book_hits	raw_hits	book_members	peak_word	charged	labelled	charged_pct	pos_ct	neg_ct	contrast	held	done	eligible
oewn-14000813-n	disturbance	24	124	297	13	storm	18	24	0.75	0	18	0	0	0	1
oewn-04639057-n	animation	10	124	1312	4	life	10	10	1.0	10	0	0	0	0	1
oewn-14479586-n	nakedness	9	117	120	4	altogether	7	9	0.78	1	6	1	0	0	1
oewn-07561835-n	hate	24	113	124	13	hate	17	24	0.71	1	16	1	0	0	1
oewn-07568767-n	sympathy	13	112	341	7	pity	10	13	0.77	2	8	1	0	0	1
oewn-07518499-n	disgust	12	111	220	12	horror	10	12	0.83	0	10	0	0	0	1
oewn-05929717-n	kernel	22	110	928	11	heart	18	22	0.82	18	0	0	0	0	1
oewn-13962386-n	wild	8	110	219	2	wild	8	8	1.0	0	8	0	0	0	1
oewn-07511603-n	distress	10	106	404	7	suffering	10	10	1.0	0	10	0	0	0	1
oewn-07503095-n	sexual desire	26	104	608	4	love	21	26	0.81	21	0	0	0	0	1
oewn-06724794-n	rebuke	30	102	215	18	speech	21	30	0.7	5	16	1	0	0	1
oewn-07531593-n	anger	21	101	283	12	rage	16	21	0.76	3	13	1	0	0	1
oewn-05840588-n	concern	11	99	648	9	business	10	11	0.91	5	5	1	0	0	1
oewn-05175788-n	importance	14	92	471	8	account	13	14	0.93	13	0	0	0	0	1
oewn-10773214-n	villain	17	89	326	10	dog	15	17	0.88	0	15	0	0	0	1
oewn-04691171-n	beauty	21	88	226	7	beauty	19	21	0.9	19	0	0	0	0	1
oewn-07516784-n	dislike	19	86	153	15	dislike	14	19	0.74	0	14	0	0	0	1
oewn-04819517-n	elegance	31	82	296	19	style	31	31	1.0	31	0	0	0	0	1
oewn-04833466-n	righteousness	14	77	259	8	honour	12	14	0.86	12	0	0	0	0	1
oewn-05622440-n	common sense	9	75	248	6	sense	9	9	1.0	9	0	0	0	0	1
oewn-05838383-n	annoyance	12	70	247	9	pain	11	12	0.92	0	11	0	0	0	1
oewn-04847242-n	kindness	8	69	242	6	kindness	6	8	0.75	6	0	0	0	0	1
oewn-07565835-n	malevolence	10	68	134	5	spite	8	10	0.8	0	8	0	0	0	1
oewn-04849544-n	malevolence	13	67	140	5	spite	13	13	1.0	0	13	0	0	0	1
oewn-07549818-n	sorrow	10	66	165	4	sorrow	10	10	1.0	1	9	1	0	0	1
oewn-05161764-n	asset	13	65	286	5	strength	12	13	0.92	12	0	0	0	0	1
oewn-06769768-n	fib	10	65	257	4	story	10	10	1.0	5	5	1	0	0	1
oewn-07546643-n	satisfaction	11	62	231	8	pride	10	11	0.91	2	8	1	0	0	1
oewn-07027434-n	effusion	9	62	274	6	cry	7	9	0.78	6	1	1	0	0	1
oewn-14470991-n	wellbeing	9	62	124	3	health	9	9	1.0	9	0	0	0	0	1
oewn-00759083-n	mortal sin	23	61	214	10	pride	17	23	0.74	6	11	1	0	0	1
oewn-07530799-n	tranquillity	13	61	199	9	peace	11	13	0.85	0	11	0	0	0	1
oewn-13975202-n	subordinateness	8	61	122	2	servant	6	8	0.75	2	4	1	0	0	1
oewn-14073193-n	good health	17	60	332	11	condition	16	17	0.94	16	0	0	0	0	1
oewn-14498989-n	misfortune	12	60	156	8	misfortune	12	12	1.0	1	11	1	0	0	1
oewn-07564444-n	resentment	13	59	126	7	score	13	13	1.0	5	8	1	0	0	1
oewn-07551462-n	compunction	10	58	78	7	guilt	10	10	1.0	0	10	0	0	0	1
oewn-06796860-n	problem	18	57	538	7	case	13	18	0.72	5	8	1	0	0	1
oewn-05776803-n	dream	10	51	210	5	dream	10	10	1.0	3	7	1	0	0	1
oewn-05169087-n	disadvantage	18	50	164	10	loss	16	18	0.89	2	14	1	0	0	1
oewn-07533500-n	annoyance	12	49	158	9	temper	12	12	1.0	0	12	0	0	0	1
oewn-07548485-n	melancholy	9	49	140	3	gloom	7	9	0.78	1	6	1	0	0	1
oewn-04647533-n	good nature	9	48	128	6	grace	9	9	1.0	7	2	1	0	0	1
oewn-04842955-n	drive	12	47	304	6	action	11	12	0.92	11	0	0	0	0	1
oewn-14497636-n	prosperity	10	47	239	5	strength	9	10	0.9	9	0	0	0	0	1
oewn-07195447-n	disagreement	14	46	172	8	difference	12	14	0.86	0	12	0	0	0	1
oewn-00037483-n	feat	9	44	159	6	effort	8	9	0.89	7	1	1	0	0	1
oewn-07533371-n	bad temper	10	43	278	3	scene	8	10	0.8	0	8	0	0	0	1
oewn-14565454-n	hazard	8	41	122	4	peril	7	8	0.88	1	6	1	0	0	1
oewn-00737234-n	misbehavior	27	40	124	14	liberty	22	27	0.81	3	19	1	0	0	1
oewn-07569189-n	compassion	8	40	113	3	compassion	6	8	0.75	2	4	1	0	0	1
oewn-07319852-n	affliction	13	39	207	10	trial	13	13	1.0	0	13	0	0	0	1
oewn-04638046-n	cheerfulness	8	39	88	3	cheer	8	8	1.0	4	4	1	0	0	1
oewn-10427055-n	patriot	8	39	39	2	patriot	6	8	0.75	6	0	0	0	0	1
oewn-07544633-n	gaiety	12	38	40	6	gaiety	10	12	0.83	10	0	0	0	0	1
oewn-10344517-n	model	12	38	99	5	saint	9	12	0.75	9	0	0	0	0	1
oewn-05630964-n	capability	9	38	162	5	reach	9	9	1.0	9	0	0	0	0	1
oewn-05948354-n	illusion	10	37	204	6	shadow	8	10	0.8	0	8	0	0	0	1
oewn-10344909-n	ideal	12	36	82	4	saint	12	12	1.0	12	0	0	0	0	1
oewn-15320288-n	flower	9	36	133	6	flower	8	9	0.89	8	0	0	0	0	1
oewn-04648804-n	ill nature	23	35	124	8	temper	22	23	0.96	2	20	1	0	0	1
oewn-00737673-n	mischief	16	35	91	7	hell	12	16	0.75	0	12	0	0	0	1
oewn-13971621-n	high status	17	33	211	9	note	12	17	0.71	9	3	1	0	0	1
oewn-14432893-n	fix	9	32	164	6	hole	9	9	1.0	0	9	0	0	0	1
oewn-14470118-n	discomfort	10	29	97	6	uneasiness	9	10	0.9	0	9	0	0	0	1
oewn-04652956-n	unwillingness	8	29	64	7	hesitation	7	8	0.88	0	7	0	0	0	1
oewn-04869236-n	self-control	9	28	85	5	possession	8	9	0.89	8	0	0	0	0	1
oewn-04921469-n	discourtesy	20	26	75	13	contempt	16	20	0.8	15	1	1	0	0	1
oewn-06728162-n	abuse	13	26	210	5	cut	13	13	1.0	2	11	1	0	0	1
oewn-05648278-n	skillfulness	18	25	131	8	command	13	18	0.72	13	0	0	0	0	1
oewn-07530207-n	calmness	10	25	63	6	tranquillity	10	10	1.0	3	7	1	0	0	1
oewn-04793136-n	naturalness	13	23	109	5	ease	11	13	0.85	5	6	1	0	0	1
oewn-00855630-n	caressing	10	23	23	4	kissing	9	10	0.9	0	9	0	0	0	1
oewn-00428583-n	antic	8	23	95	6	joke	6	8	0.75	6	0	0	0	0	1
oewn-00431990-n	jest	8	23	65	3	joke	6	8	0.75	6	0	0	0	0	1
oewn-07498762-n	apathy	11	21	71	7	indifference	11	11	1.0	3	8	1	0	0	1
oewn-04649615-n	temper	8	21	85	2	temper	8	8	1.0	0	8	0	0	0	1
oewn-04759785-n	disparity	10	20	103	4	spread	8	10	0.8	4	4	1	0	0	1
oewn-04777450-n	irregularity	16	19	93	6	noise	13	16	0.81	0	13	0	0	0	1
oewn-04878569-n	honesty	16	19	33	7	candour	14	16	0.88	13	1	1	0	0	1
oewn-04701789-n	smudge	13	18	126	5	spot	12	13	0.92	3	9	1	0	0	1
oewn-00420921-n	maltreatment	9	18	33	5	cruelty	8	9	0.89	1	7	1	0	0	1
oewn-07552873-n	depression	11	17	38	6	depression	9	11	0.82	0	9	0	0	0	1
oewn-04676604-n	responsibility	10	17	95	3	fault	7	10	0.7	6	1	1	0	0	1
oewn-04866016-n	boldness	13	16	30	4	daring	11	13	0.85	9	2	1	0	0	1
oewn-05166608-n	forte	10	16	138	3	strength	8	10	0.8	8	0	0	0	0	1
oewn-10203700-n	hood	9	15	48	3	hood	8	9	0.89	0	8	0	0	0	1
oewn-04648284-n	agreeableness	8	15	31	4	deference	8	8	1.0	3	5	1	0	0	1
oewn-07545866-n	cheerfulness	8	15	32	2	cheerfulness	6	8	0.75	2	4	1	0	0	1
oewn-04914446-n	intractability	20	14	36	6	defiance	14	20	0.7	6	8	1	0	0	1
oewn-14571235-n	infirmity	12	13	20	5	wasting	11	12	0.92	9	2	1	0	0	1
oewn-14107272-n	mental disorder	25	12	32	3	delirium	21	25	0.84	1	20	1	0	0	1
oewn-10764201-n	vagrant	10	12	29	4	tramp	8	10	0.8	0	8	0	0	0	1
oewn-00224850-n	slaughter	9	12	18	5	massacre	9	9	1.0	0	9	0	0	0	1
oewn-04838958-n	generosity	9	12	25	4	generosity	7	9	0.78	5	2	1	0	0	1
oewn-05841069-n	burden	9	12	56	7	burden	8	9	0.89	0	8	0	0	0	1
oewn-10292761-n	failure	11	11	33	5	failure	10	11	0.91	0	10	0	0	0	1
oewn-04717403-n	asperity	10	11	29	5	hardship	9	10	0.9	0	9	0	0	0	1
oewn-04923043-n	crust	10	11	34	6	impertinence	7	10	0.7	7	0	0	0	0	1
oewn-04728334-n	unsuitability	8	11	32	4	inconvenience	7	8	0.88	3	4	1	0	0	1
oewn-05994884-n	eruditeness	8	11	21	2	learning	7	8	0.88	7	0	0	0	0	1
oewn-14073625-n	energy	8	11	59	3	energy	8	8	1.0	8	0	0	0	0	1
oewn-14089685-n	collapse	8	11	89	3	shock	8	8	1.0	1	7	1	0	0	1
oewn-07567553-n	ill humor	11	10	12	7	petulance	11	11	1.0	0	11	0	0	0	1
oewn-04672321-n	carelessness	8	10	36	3	neglect	8	8	1.0	2	6	1	0	0	1
oewn-14570961-n	unfitness	12	9	23	6	softness	12	12	1.0	6	6	1	0	0	1
oewn-14315592-n	fracture	17	8	119	2	break	12	17	0.71	0	12	0	0	0	1
oewn-00748969-n	intemperance	11	8	21	7	fling	10	11	0.91	10	0	0	0	0	1
oewn-04673170-n	negligence	10	8	30	3	neglect	10	10	1.0	0	10	0	0	0	1
oewn-04697545-n	ugliness	10	8	11	3	ugliness	10	10	1.0	3	7	1	0	0	1
oewn-04704615-n	plainness	10	8	40	3	restraint	10	10	1.0	4	6	1	0	0	1
oewn-00510857-n	merrymaking	9	8	8	3	revelry	7	9	0.78	0	7	0	0	0	1
oewn-04886535-n	disloyalty	8	8	17	3	treachery	7	8	0.88	7	0	0	0	0	1
oewn-04901747-n	improvidence	8	8	37	3	waste	6	8	0.75	3	3	1	0	0	1
oewn-05153138-n	expensiveness	8	8	17	2	luxury	8	8	1.0	4	4	1	0	0	1
oewn-04642461-n	activeness	12	7	43	2	activity	10	12	0.83	10	0	0	0	0	1
oewn-05652767-n	inability	12	7	34	3	block	9	12	0.75	2	7	1	0	0	1
oewn-14153648-n	epidemic disease	12	7	32	6	plague	11	12	0.92	7	4	1	0	0	1
oewn-04654835-n	graveness	8	7	22	2	gravity	8	8	1.0	6	2	1	0	0	1
oewn-04915573-n	unruliness	8	7	17	4	wildness	7	8	0.88	0	7	0	0	0	1
oewn-04875361-n	hypocrisy	9	6	7	2	unctuousness	8	9	0.89	8	0	0	0	0	1
oewn-04794758-n	unnaturalness	8	6	14	4	pretension	8	8	1.0	3	5	1	0	0	1
oewn-14412315-n	affective disorder	13	5	19	2	depression	10	13	0.77	0	10	0	0	0	1
oewn-04646728-n	sternness	12	5	17	6	severity	10	12	0.83	0	10	0	0	0	1
oewn-05656092-n	unskillfulness	12	5	21	4	awkwardness	9	12	0.75	1	8	1	0	0	1
oewn-08377928-n	autocracy	12	5	7	4	tyranny	9	12	0.75	0	9	0	0	0	1
oewn-04908503-n	impropriety	9	5	15	3	impropriety	9	9	1.0	0	9	0	0	0	1
oewn-00860015-n	nap	8	5	11	3	nap	7	8	0.88	0	7	0	0	0	1
oewn-14359944-n	inflammation	129	4	9	3	redness	117	129	0.91	0	117	0	0	0	1
oewn-04827489-n	clarity	16	4	10	2	clearness	15	16	0.94	15	0	0	0	0	1
oewn-03311555-n	expressway	12	4	16	2	pike	9	12	0.75	9	0	0	0	0	1
oewn-04708808-n	clearness	12	4	11	3	clearness	9	12	0.75	9	0	0	0	0	1
oewn-05722841-n	malodor	10	4	4	3	stench	10	10	1.0	0	10	0	0	0	1
oewn-04740880-n	changeableness	21	3	6	3	inconstancy	16	21	0.76	12	4	1	0	0	1
oewn-05654063-n	retardation	13	3	7	2	slowness	10	13	0.77	0	10	0	0	0	1
oewn-14162173-n	plague	11	3	16	3	plague	8	11	0.73	0	8	0	0	0	1
oewn-08457622-n	dictatorship	10	3	5	3	tyranny	9	10	0.9	0	9	0	0	0	1
oewn-04656106-n	levity	8	3	4	2	levity	7	8	0.88	4	3	1	0	0	1
oewn-05120762-n	meagerness	14	2	7	3	thinness	12	14	0.86	0	12	0	0	0	1
oewn-04797677-n	unwholesomeness	13	2	4	2	morbidness	12	13	0.92	2	10	1	0	0	1
oewn-04711046-n	cloudiness	10	2	3	2	mistiness	8	10	0.8	3	5	1	0	0	1
oewn-14980800-n	sludge	10	2	3	2	slime	9	10	0.9	0	9	0	0	0	1
oewn-04677379-n	dependability	9	2	4	2	solidity	7	9	0.78	6	1	1	0	0	1
oewn-04962810-n	dullness	9	2	14	2	mat	8	9	0.89	0	8	0	0	0	1
oewn-04665233-n	unfriendliness	8	2	5	4	hostility	7	8	0.88	0	7	0	0	0	1
oewn-04806593-n	foreignness	8	2	6	2	strangeness	8	8	1.0	3	5	1	0	0	1
oewn-09983941-n	copycat	8	2	4	2	parrot	8	8	1.0	0	8	0	0	0	1
oewn-04664105-n	unsociability	9	1	4	2	closeness	9	9	1.0	8	1	1	0	0	1
oewn-06214889-n	intolerance	9	1	2	2	narrowness	8	9	0.89	3	5	1	0	0	1
oewn-06841868-n	letter	73	24713	25230	15	he	0	73	0.0	0	0	0	0	0	0
oewn-13624548-n	linear unit	79	19746	22801	30	in	0	79	0.0	0	0	0	0	0	0
oewn-06134474-n	engineering	27	18844	18845	3	IT	0	27	0.0	0	0	0	0	0	0
oewn-09786620-n	actor	584	9417	14635	187	have	64	584	0.11	33	31	1	0	0	0
oewn-06881093-n	solfa syllable	16	7873	10080	11	so	0	16	0.0	0	0	0	0	0	0
oewn-00027365-n	location	32	6892	9832	26	there	3	32	0.09	0	3	0	0	0	0
oewn-10548806-n	rich person	11	6712	6713	4	have	0	11	0.0	0	0	0	0	0	0
oewn-13763162-n	digit	82	5793	7756	32	one	0	82	0.0	0	0	0	0	0	0
oewn-15137796-n	time period	176	5180	27678	88	time	20	176	0.11	15	5	1	0	0	0
oewn-07219571-n	negative	4	4591	4597	3	no	3	4	0.75	0	3	0	0	0	0
oewn-10306910-n	man	549	4241	16104	133	man	16	549	0.03	13	3	1	0	0	0
oewn-13764713-n	one	8	4001	4072	4	one	0	8	0.0	0	0	0	0	0	0
oewn-15205381-n	point	34	3963	7679	17	then	3	34	0.09	3	0	0	0	0	0
oewn-10807146-n	woman	603	3583	7573	84	miss	40	602	0.07	24	16	1	0	0	0
oewn-05847533-n	kind	26	3504	7252	21	like	4	26	0.15	4	0	0	0	0	0
oewn-00067456-n	failure	20	3352	3493	12	out	1	20	0.05	1	0	0	0	0	0
oewn-15144478-n	present	11	3333	4269	11	now	0	11	0.0	0	0	0	0	0	0
oewn-03546271-n	hospital room	9	3271	3271	2	OR	0	9	0.0	0	0	0	0	0	0
oewn-13621647-n	area unit	38	3248	3772	9	are	0	38	0.0	0	0	0	0	0	0
oewn-14507501-n	opportunity	18	3078	6185	15	say	6	18	0.33	6	0	0	0	0	0
oewn-06710466-n	associate degree	5	3066	3076	2	AN	0	5	0.0	0	0	0	0	0	0
oewn-13779864-n	large indefinite quantity	76	2693	4304	36	much	26	76	0.34	0	26	0	0	0	0
oewn-07958392-n	people	80	2496	5336	52	poor	6	80	0.07	2	4	1	0	0	0
oewn-05812801-n	knowing	18	2400	2522	7	know	7	18	0.39	7	0	0	0	0	0
oewn-05876035-n	part	28	2364	5136	21	over	0	28	0.0	0	0	0	0	0	0
oewn-13782456-n	small indefinite quantity	79	2322	3983	45	little	8	79	0.1	0	8	0	0	0	0
oewn-08316414-n	UN agency	16	2271	2271	1	WHO	0	16	0.0	0	0	0	0	0	0
oewn-08665520-n	seat	7	2244	2388	3	see	0	7	0.0	0	0	0	0	0	0
oewn-13767560-n	large integer	102	2132	2612	70	thou	0	102	0.0	0	0	0	0	0	0
oewn-05404811-n	liquid body substance	48	2115	2429	13	come	10	48	0.21	0	10	0	0	0	0
oewn-05411679-n	semen	8	2017	2023	4	come	0	8	0.0	0	0	0	0	0	0
oewn-13598185-n	relative quantity	22	1978	1998	11	nothing	1	22	0.05	0	1	0	0	0	0
oewn-13911184-n	angular distance	12	1914	1937	4	HA	0	12	0.0	0	0	0	0	0	0
oewn-15147173-n	time	17	1827	7367	15	time	2	17	0.12	1	1	1	0	0	0
oewn-05793072-n	deliberation	4	1647	1651	3	think	3	4	0.75	3	0	0	0	0	0
oewn-00408356-n	activity	164	1621	7476	114	last	24	164	0.15	23	1	1	0	0	0
oewn-00026390-n	feeling	71	1586	6362	56	thing	48	71	0.68	15	33	1	0	0	0
oewn-15145765-n	past	16	1568	1815	9	old	0	16	0.0	0	0	0	0	0	0
oewn-12647114-n	hawthorn	18	1561	1561	2	may	0	18	0.0	0	0	0	0	0	0
oewn-00007846-n	person	105	1551	7564	46	man	16	105	0.15	4	12	1	0	0	0
oewn-09390100-n	necessity	9	1524	3347	8	must	2	9	0.22	2	0	0	0	0	0
oewn-05036872-n	strength	30	1468	1922	16	might	11	30	0.37	5	6	1	0	0	0
oewn-00004475-n	organism	83	1445	3148	30	being	15	83	0.18	2	13	1	0	0	0
oewn-00024900-n	state	125	1399	6006	62	being	26	125	0.21	12	14	1	0	0	0
oewn-09782244-n	achiever	10	1386	1566	5	great	6	10	0.6	6	0	0	0	0	0
oewn-15190004-n	day	9	1381	3136	8	day	0	9	0.0	0	0	0	0	0	0
oewn-04731092-n	quality	260	1375	4696	87	good	157	260	0.6	96	61	1	0	0	0
oewn-05991037-n	purpose	12	1375	4859	12	will	1	12	0.08	0	1	0	0	0	0
oewn-05227735-n	body part	106	1352	5830	53	can	0	106	0.0	0	0	0	0	0	0
oewn-13762308-n	nothing	17	1279	1292	7	nothing	0	17	0.0	0	0	0	0	0	0
oewn-00030657-n	act	80	1267	3314	48	going	4	80	0.05	2	2	1	0	0	0
oewn-00787849-n	attempt	42	1257	4500	35	go	7	42	0.17	2	5	1	0	0	0
oewn-03970276-n	playing card	25	1255	3290	16	two	0	25	0.0	0	0	0	0	0	0
oewn-07462241-n	party	31	1234	3718	13	do	1	31	0.03	1	0	0	0	0	0
oewn-05658174-n	faculty	20	1221	4201	14	will	3	20	0.15	3	0	0	0	0	0
oewn-04112987-n	room	146	1204	5433	51	can	2	146	0.01	0	2	0	0	0	0
oewn-06491336-n	legal document	62	1195	4129	32	will	1	62	0.02	0	1	0	0	0	0
oewn-15191509-n	evening	5	1101	1366	4	even	0	5	0.0	0	0	0	0	0	0
oewn-00567335-n	return	20	1078	1433	7	get	0	20	0.0	0	0	0	0	0	0
oewn-06715221-n	doctor's degree	13	1077	3232	1	DO	0	13	0.0	0	0	0	0	0	0
oewn-04935185-n	staleness	4	1074	2149	1	must	4	4	1.0	0	4	0	0	0	0
oewn-09645472-n	lover	44	1069	2722	24	dear	4	44	0.09	4	0	0	0	0	0
oewn-10149362-n	girl	53	1045	2166	20	miss	7	53	0.13	6	1	1	0	0	0
oewn-00569467-n	serve	6	1040	1208	5	let	1	6	0.17	0	1	0	0	0	0
oewn-09201896-n	reason	7	1006	1949	7	why	0	7	0.0	0	0	0	0	0	0
oewn-13300285-n	wage	18	1005	1005	5	found	1	18	0.06	0	1	0	0	0	0
oewn-05950141-n	belief	56	1001	3883	24	thought	15	56	0.27	7	8	1	0	0	0
oewn-00878805-n	look	23	995	2705	17	look	1	23	0.04	0	1	0	0	0	0
oewn-09647338-n	male	26	963	7590	14	man	5	26	0.19	2	3	1	0	0	0
oewn-00022119-n	artifact	67	959	6777	45	thing	5	67	0.07	3	2	1	0	0	0
oewn-00031563-n	group	57	955	5284	33	man	1	57	0.02	0	1	0	0	0	0
oewn-13977471-n	being	22	955	4522	12	being	3	22	0.14	0	3	0	0	0	0
oewn-13943868-n	condition	177	951	6034	74	way	68	177	0.38	23	45	1	0	0	0
oewn-07298313-n	happening	87	951	5869	63	thing	24	87	0.28	12	12	1	0	0	0
oewn-04537861-n	vessel	21	947	1285	8	ship	1	21	0.05	0	1	0	0	0	0
oewn-00002684-n	object	68	931	5044	48	head	12	68	0.18	10	2	1	0	0	0
oewn-15179734-n	time unit	37	921	6080	12	day	0	37	0.0	0	0	0	0	0	0
oewn-05027524-n	elasticity	15	920	1118	9	give	0	15	0.0	0	0	0	0	0	0
oewn-07218356-n	affirmative	4	917	917	3	yes	4	4	1.0	4	0	0	0	0	0
oewn-08224937-n	force	39	906	1384	11	men	0	39	0.0	0	0	0	0	0	0
oewn-07991473-n	gathering	70	894	3959	38	room	0	70	0.0	0	0	0	0	0	0
oewn-00007347-n	causal agent	31	893	2592	22	being	7	31	0.23	4	3	1	0	0	0
oewn-15271164-n	while	8	892	1125	5	while	0	8	0.0	0	0	0	0	0	0
oewn-05817200-n	content	58	890	4592	37	thought	23	58	0.4	23	0	0	0	0	0
oewn-10182584-n	head	17	858	3330	6	don	1	17	0.06	1	0	0	0	0	0
oewn-13765409-n	two	18	826	1723	11	two	2	18	0.11	2	0	0	0	0	0
oewn-05847274-n	category	8	818	2914	6	way	1	8	0.12	1	0	0	0	0	0
oewn-00038116-n	action	59	816	3927	37	thing	6	59	0.1	1	5	1	0	0	0
oewn-10660018-n	spouse	19	810	974	9	wife	4	19	0.21	4	0	0	0	0	0
oewn-02474924-n	homo	13	788	5273	10	man	0	13	0.0	0	0	0	0	0	0
oewn-03314753-n	fabric	215	784	1201	70	felt	3	215	0.01	1	2	1	0	0	0
oewn-08196123-n	poor people	4	768	770	4	poor	0	4	0.0	0	0	0	0	0	0
oewn-08514304-n	area	53	767	3984	29	eye	2	53	0.04	0	2	0	0	0	0
oewn-00878552-n	sensing	12	755	2103	10	look	2	12	0.17	2	0	0	0	0	0
oewn-06735202-n	statement	71	752	4856	46	thing	2	71	0.03	0	2	0	0	0	0
oewn-08229268-n	work force	7	749	751	3	men	0	7	0.0	0	0	0	0	0	0
oewn-13262498-n	option	12	745	1070	2	put	1	12	0.08	0	1	0	0	0	0
oewn-05842164-n	idea	38	742	3108	26	thought	4	38	0.11	2	2	1	0	0	0
oewn-08647614-n	region	50	740	4236	31	house	7	50	0.14	1	6	1	0	0	0
oewn-15253174-n	hour	43	738	2080	27	morning	0	43	0.0	0	0	0	0	0	0
oewn-08691133-n	tract	73	727	3349	31	right	3	73	0.04	0	3	0	0	0	0
oewn-03099154-n	container	83	716	4394	40	can	0	83	0.0	0	0	0	0	0	0
oewn-04201332-n	ship	40	715	860	10	ship	0	40	0.0	0	0	0	0	0	0
oewn-00004258-n	living thing	7	713	2246	4	being	0	7	0.0	0	0	0	0	0	0
oewn-04923519-n	property	88	709	4389	33	way	11	88	0.12	4	7	1	0	0	0
oewn-02065397-n	whale	8	707	1400	4	whale	0	8	0.0	0	0	0	0	0	0
oewn-04366676-n	support	57	704	4350	36	back	0	57	0.0	0	0	0	0	0	0
oewn-08403286-n	elite	16	700	888	8	few	6	16	0.38	6	0	0	0	0	0
oewn-13778265-n	containerful	103	696	3668	49	can	2	103	0.02	0	2	0	0	0	0
oewn-10266741-n	large person	10	693	1398	3	whale	0	10	0.0	0	0	0	0	0	0
oewn-02065083-n	cetacean	4	693	1383	2	whale	0	4	0.0	0	0	0	0	0	0
oewn-06611268-n	message	78	680	3030	53	body	9	78	0.12	4	5	1	0	0	0
oewn-08639173-n	position	27	680	5125	19	back	0	27	0.0	0	0	0	0	0	0
oewn-04681322-n	appearance	52	676	3689	31	look	24	52	0.46	4	20	1	0	0	0
oewn-00015568-n	animal	71	669	1560	25	young	10	71	0.14	1	9	1	0	0	0
oewn-15291722-n	end	28	665	4213	19	last	3	28	0.11	0	3	0	0	0	0
oewn-05778661-n	higher cognitive process	15	662	1708	8	thought	0	15	0.0	0	0	0	0	0	0
oewn-07123904-n	speech	27	653	1755	13	word	0	27	0.0	0	0	0	0	0	0
oewn-00280679-n	motion	55	652	2462	47	coming	0	55	0.0	0	0	0	0	0	0
oewn-05262259-n	hair	30	652	2554	14	down	1	30	0.03	1	0	0	0	0	0
oewn-03307066-n	excavation	19	651	2591	10	well	0	19	0.0	0	0	0	0	0	0
oewn-05679169-n	matter	4	651	2813	4	thing	0	4	0.0	0	0	0	0	0	0
oewn-06033377-n	mean	11	648	696	3	mean	0	11	0.0	0	0	0	0	0	0
oewn-07968050-n	collection	140	646	4818	74	hand	1	140	0.01	0	1	0	0	0	0
oewn-06713210-n	master's degree	15	646	1961	5	AM	0	15	0.0	0	0	0	0	0	0
